,Unnamed: 0,image_path,description,occasion
1161,1161,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/48.jpg,a blue denim shirt with a smiley face on the chest,General
1162,1162,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/287.jpg,a blue and white striped shirt hanging on a hanger,General
1163,1163,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/133.jpg,a white shirt hanging on a wooden hanger,General
1164,1164,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/206.jpg,a red and blue plaid shirt hanging on a wall,General
1165,1165,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/92.jpg,a blue shirt hanging on a wooden door,General
1166,1166,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/34.jpg,a green shirt hanging on a wall,General
1167,1167,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/88.jpg,a red and white plaid shirt hanging on a wall,General
1168,1168,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/282.jpg,a floral print shirt hanging on a wall,General
1169,1169,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/334.jpg,a beige shirt hanging on a wall,General
1170,1170,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/168.jpg,a white shirt with a button down front,General
1171,1171,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/49.jpg,the black and white print blouse with a v neckline,General
1172,1172,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/152.jpg,a blue shirt with stars on it,General
1173,1173,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/367.jpg,a blue and white checked shirt on a wooden floor,General
1174,1174,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/113.jpg,a grey shirt with white collar and buttons,Formal
1175,1175,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/217.jpg,a white shirt with a brown and black plaid pattern,General
1176,1176,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/236.jpg,a blue and green plaid shirt hanging on a wall,General
1177,1177,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/170.jpg,a white and black striped shirt hanging on a wall,General
1178,1178,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/308.jpg,a white shirt with a black tie and a white shirt with a black tie,General
1179,1179,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/81.jpg,a navy jacket with a white fur rug,General
1180,1180,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/413.jpg,a blue and black plaid shirt with a white button,General
1181,1181,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/364.jpg,boys ' white shirt with red and black floral collar,Formal
1182,1182,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/283.jpg,a turquoise shirt with pink and green flowers on it,General
1183,1183,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/118.jpg,a white shirt hanging on a wall,General
1184,1184,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/317.jpg,a black and white shirt with red and grey plaid,General
1185,1185,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/333.jpg,a blue shirt hanging on a wooden door,General
1186,1186,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/155.jpg,a blue shirt with a white check pattern,General
1187,1187,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/35.jpg,the shirt in coral,General
1188,1188,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/4.jpg,a blue and white shirt hanging on a hanger,General
1189,1189,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/359.jpg,bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu bu,General
1190,1190,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/351.jpg,a white shirt with a black patch on the chest,General
1191,1191,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/140.jpg,a striped shirt hanging on a wall,General
1192,1192,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/280.jpg,a black floral shirt hanging on a hanger,General
1193,1193,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/384.jpg,a black shirt hanging on a wooden wall,General
1194,1194,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/7.jpg,a green shirt hanging on a brick wall,General
1195,1195,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/135.jpg,a pink shirt hanging on a hanger,General
1196,1196,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/6.jpg,avoca button up shirt,General
1197,1197,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/105.jpg,a white jacket with a bow on the collar,Formal
1198,1198,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/26.jpg,levi levi denim jacket,General
1199,1199,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/28.jpg,a navy jacket with a floral print collar,Formal
1200,1200,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/377.jpg,a blue and white shirt hanging on a wall,General
1201,1201,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/74.jpg,a blue denim shirt hanging on a wall,General
1202,1202,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/267.jpg,a blue shirt with a white check pattern,General
1203,1203,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/304.jpg,a white and blue checked shirt,General
1204,1204,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/176.jpg,a white shirt hanging on a wall,General
1205,1205,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/60.jpg,a blue shirt with a white button on the front,General
1206,1206,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/432.jpg,a white shirt with a striped pattern,General
1207,1207,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/264.jpg,a boy ' s shirt with a brown and blue plaid pattern,General
1208,1208,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/160.jpg,a dark blue shirt with a purple flower on the collar,Formal
1209,1209,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/23.jpg,a navy shirt with buttons on the front,General
1210,1210,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/343.jpg,kids long - sleeve button - down shirt,General
1211,1211,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/243.jpg,a blue and white shirt hanging on a door,General
1212,1212,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/218.jpg,a blue and black plaid shirt,General
1213,1213,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/370.jpg,a pink shirt hanging on a clothes rack,General
1214,1214,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/338.jpg,a purple and black plaid shirt hanging on a wall,General
1215,1215,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/371.jpg,a pink and white shirt with a black and white check pattern,General
1216,1216,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/24.jpg,a black and pink jacket hanging on a wall,General
1217,1217,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/303.jpg,a striped shirt hanging on a wall,General
1218,1218,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/253.jpg,a black and white plaid shirt hanging on a wall,General
1219,1219,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/103.jpg,a picture of a shirt hanging on a wall,General
1220,1220,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/330.jpg,a green and blue plaid shirt hanging on a wall,General
1221,1221,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/220.jpg,a green and blue plaid shirt,General
1222,1222,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/302.jpg,a brown shirt hanging on a wall,General
1223,1223,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/14.jpg,a red and black plaid shirt hanging on a wall,General
1224,1224,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/417.jpg,a red shirt with white embroidery and a red cowboy shirt,General
1225,1225,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/393.jpg,a white and blue plaid shirt hanging on a white door,General
1226,1226,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/19.jpg,a black shirt hanging on a wall next to a vase,General
1227,1227,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/32.jpg,a blue shirt hanging on a wall,General
1228,1228,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/240.jpg,a black and white plaid shirt hanging on a wall,General
1229,1229,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/266.jpg,a blue plaid shirt with a red and blue plaid shirt,General
1230,1230,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/54.jpg,a blue shirt on a bed,General
1231,1231,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/137.jpg,a pink shirt hanging on a wall,General
1232,1232,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/323.jpg,a grey shirt hanging on a wall,General
1233,1233,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/50.jpg,a shirt hanging on a wall,General
1234,1234,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/130.jpg,the shirt jacket in indigo blue,General
1235,1235,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/76.jpg,a white shirt with a button down front,General
1236,1236,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/224.jpg,a white and blue plaid shirt hanging on a wall,General
1237,1237,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/55.jpg,a white shirt hanging on a wall,General
1238,1238,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/64.jpg,the white shirt is hanging on a wooden hanger,General
1239,1239,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/258.jpg,a green and purple plaid shirt,General
1240,1240,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/194.jpg,a blue and white striped shirt hanging on a wall,General
1241,1241,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/210.jpg,a white and grey plaid shirt hanging on a wall,General
1242,1242,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/418.jpg,a shirt with a blue and white plaid pattern,General
1243,1243,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/204.jpg,a white shirt with a black and white check pattern,General
1244,1244,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/77.jpg,a black jacket sitting on top of a bed,General
1245,1245,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/195.jpg,a white shirt with a white collar and a white button down,Formal
1246,1246,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/226.jpg,a red and blue plaid shirt hanging on a hanger,General
1247,1247,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/198.jpg,a blue and white striped shirt hanging on a wall,General
1248,1248,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/2.jpg,a blue shirt hanging on a hanger,General
1249,1249,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/42.jpg,the shirt in burgundy plaid,General
1250,1250,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/70.jpg,a striped shirt hanging on a hanger,General
1251,1251,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/399.jpg,a maroon shirt with a button down front,General
1252,1252,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/324.jpg,a white shirt with a striped pattern,General
1253,1253,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/232.jpg,a blue and white checkered shirt hanging on a wall,General
1254,1254,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/31.jpg,a blue shirt hanging on a wall,General
1255,1255,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/247.jpg,green checkered shirt,General
1256,1256,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/174.jpg,a white shirt with a grey collar and a grey collar,Formal
1257,1257,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/408.jpg,ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph,General
1258,1258,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/423.jpg,a black shirt with a gold and black bea trim,General
1259,1259,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/145.jpg,a pink and white striped shirt with a white stripe on the front,General
1260,1260,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/150.jpg,a blue and white striped shirt hanging on a wall,General
1261,1261,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/167.jpg,a blue and black plaid shirt with a white button,General
1262,1262,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/108.jpg,a white shirt with black dots on it,General
1263,1263,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/104.jpg,a white shirt with a white flower pattern on it,General
1264,1264,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/385.jpg,ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph,General
1265,1265,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/47.jpg,a blue shirt with white stars on it,General
1266,1266,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/426.jpg,a black jacket hanging on a wall,General
1267,1267,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/403.jpg,a blue and brown plaid shirt hanging on a wall,General
1268,1268,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/161.jpg,a white and blue shirt with a black and white pattern,General
1269,1269,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/315.jpg,a blue shirt with a black and white check pattern,General
1270,1270,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/53.jpg,a blue shirt with white stripes on it,General
1271,1271,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/336.jpg,a grey shirt hanging on a wall,General
1272,1272,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/71.jpg,a pink shirt with a button down the front,General
1273,1273,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/146.jpg,vintage blue blouse with lace detail,General
1274,1274,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/86.jpg,a pink shirt hanging on a hanger,General
1275,1275,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/397.jpg,a blue shirt with white stars on it,General
1276,1276,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/98.jpg,a green shirt with black and white polkas,General
1277,1277,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/254.jpg,a red and black plaid shirt with a white and black plaid pattern,General
1278,1278,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/27.jpg,a pink shirt hanging on a wall,General
1279,1279,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/376.jpg,a brown sued jacket hanging on a door,General
1280,1280,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/286.jpg,a purple and white plaid shirt hanging on a wall,General
1281,1281,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/111.jpg,a blue shirt hanging on a wall,General
1282,1282,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/332.jpg,a navy jacket with a white collar and a red button,Formal
1283,1283,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/411.jpg,a white shirt with a red and white logo,General
1284,1284,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/17.jpg,a denim jacket hanging on a wall,General
1285,1285,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/153.jpg,a black shirt with buttons and buttons on the chest,General
1286,1286,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/375.jpg,a grey shirt with a white stripe on the collar,Formal
1287,1287,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/348.jpg,a pink and black plaid shirt,General
1288,1288,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/252.jpg,boys ' plaid shirt,General
1289,1289,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/284.jpg,a white shirt with a black and white logo on it,General
1290,1290,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/277.jpg,a white shirt with blue and white trims,General
1291,1291,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/297.jpg,a green and white plaid shirt hanging on a wall,General
1292,1292,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/214.jpg,a black and white plaid shirt with a button down the front,General
1293,1293,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/295.jpg,a pink and black plaid shirt,General
1294,1294,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/15.jpg,a blue shirt hanging on a wall,General
1295,1295,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/97.jpg,a black shirt with a black pattern on the front,General
1296,1296,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/222.jpg,a white and blue plaid shirt hanging on a wall,General
1297,1297,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/360.jpg,a navy shirt hanging on a wall,General
1298,1298,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/151.jpg,a blue shirt hanging on a clothes rack,General
1299,1299,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/136.jpg,a purple shirt with a button down the front,General
1300,1300,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/249.jpg,a pink and grey plaid shirt hanging on a wall,General
1301,1301,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/129.jpg,a white shirt with a pink collar and a pink button,Formal
1302,1302,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/242.jpg,a picture of a red and black plaid shirt,General
1303,1303,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/401.jpg,a striped shirt with a white and blue stripe,General
1304,1304,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/416.jpg,a black and white plaid shirt hanging on a hanger,General
1305,1305,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/201.jpg,a blue and black plaid shirt hanging on a wall,General
1306,1306,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/207.jpg,a blue plaid shirt hanging on a wall,General
1307,1307,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/386.jpg,a black and white striped shirt,General
1308,1308,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/78.jpg,a white shirt with a green logo on it,General
1309,1309,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/234.jpg,a red and white plaid shirt hanging on a wall,General
1310,1310,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/21.jpg,a red and white checkered shirt hanging on a wall,General
1311,1311,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/72.jpg,a pink and white shirt hanging on a hanger,General
1312,1312,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/56.jpg,a navy and white checked shirt with a white button down the front,General
1313,1313,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/301.jpg,a black and white plaid shirt hanging on a door,General
1314,1314,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/428.jpg,a striped shirt hanging on a hanger,General
1315,1315,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/5.jpg,a pink shirt with a cat print on it,General
1316,1316,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/296.jpg,a white shirt hanging on a wall,General
1317,1317,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/154.jpg,a pink and white striped shirt hanging on a hanger,General
1318,1318,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/279.jpg,a black hawaiian shirt with yellow flowers and a measuring tape,General
1319,1319,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/37.jpg,a white shirt with blue stripes on a hanger,General
1320,1320,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/250.jpg,a white and blue plaid shirt hanging on a wall,General
1321,1321,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/171.jpg,a red shirt with white fur on the floor,General
1322,1322,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/387.jpg,a turquoise leather jacket hanging on a wooden door,General
1323,1323,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/335.jpg,a yellow shirt hanging on a wall,General
1324,1324,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/143.jpg,"a navy shirt with the words, ' i love you '",General
1325,1325,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/251.jpg,a white and blue plaid shirt hanging on a wall,General
1326,1326,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/25.jpg,a blue shirt hanging on a wooden hanger,General
1327,1327,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/244.jpg,a black and white plaid shirt with a button down front,General
1328,1328,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/293.jpg,a black and white plaid shirt with a blue and orange stripe,General
1329,1329,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/275.jpg,a white shirt with a button down front and a small button down back,General
1330,1330,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/44.jpg,a pink blouse with pearls on the collar,Formal
1331,1331,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/329.jpg,a red and grey plaid shirt,General
1332,1332,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/380.jpg,polo ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph ralph,General
1333,1333,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/123.jpg,a white shirt hanging on a hanger,General
1334,1334,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/319.jpg,a red jacket hanging on a white wall,General
1335,1335,/root/.cache/kagglehub/datasets/gabrielalbertin/clothing-dataset/versions/2/Dataset/Shirt/94.jpg,a shirt hanging on a wall in a bathroom,General
